"claim_id","claim","evidence_status","source_id","locator","retrieval_date","supports_page","notes","interpretive_status","editorial_status","publication_status","status_reason","superseded_by"
"IH-149","REJECTED by the handoff: Varna as 'the colour of a dawn' used as the lead. Replacement: Colour; the social order named after it; one adversarial human use.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L289","","","REJECTED row R-03. Rejected by: the owner. Arises from C-07, the paradigm case of the failure mode. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-150","REJECTED by the handoff: 'Every demon is somebody's local enemy' with the direction omitted. Replacement: Incomers attacked settled locals.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L290","","","REJECTED row R-04. Rejected by: the owner. Arises from C-08. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-151","REJECTED by the handoff: 'Brahmi is not from brahmins'. Replacement: Derivation from brahman; attestation Buddhist/Jain - both stated.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L291","","","REJECTED row R-05. Rejected by: the owner. Arises from C-11. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-152","REJECTED by the handoff: Kuyava = 'bad barley'. Replacement: Zero co-occurrence with barley; kuyavan 'potter' is a live candidate.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L292","","","REJECTED row R-06. Rejected by: collocation. Arises from C-09. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-153","REJECTED by the handoff: Phonotactic exclusion of Dravidian origins for enemy names. Replacement: The test is invalid.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L293","","","REJECTED row R-07. Rejected by: the owner (nativisation; DEDR 2529). Arises from C-10. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-154","REJECTED by the handoff: 'Indigenous' for enemy names. Replacement: 'of undetermined origin'.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L294","","","REJECTED row R-08. Rejected by: the owner. Arises from C-15. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-155","REJECTED by the handoff: 'The sample is ONE individual (I6113)'. Replacement: Twelve on a cline.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L295","","","REJECTED row R-09. Rejected by: deck p.125 / Narasimhan. Arises from C-16 6.1; the handoff records that Claude's caution understated a well-supported finding. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-156","REJECTED by the handoff: Brahui late-migration presented as the correction. Replacement: Both live; the burden is on migration.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L296","","","REJECTED row R-10. Rejected by: T1 Part 6.3. Arises from C-16 6.3. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-157","REJECTED by the handoff: Speculation about Witzel's funding or motives. Replacement: Method, venue, reception and declared funding only.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L297","","","REJECTED row R-11. Rejected by: Claude, upheld by the batch-5 rule. Arises from C-17; the handoff records Claude's refusal as correct and the rule as standing. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-158","REJECTED by the handoff: Pataliputra as a Dravidian counter-civilisation. Replacement: Mauryan Gangetic capital; its platform story is coverage and archive bias.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L298","","","REJECTED row R-12. Rejected by: PENDING-RULE 7 test case. The Pataliputra-Patna toponym search is still unrun - C-25, work item 31. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-159","REJECTED by the handoff: 'Dravidian' or 'undetermined' as positive labels for pre-attestation populations. Replacement: 'of unknown language', either direction.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L299","","","REJECTED row R-13. Rejected by: PENDING-RULE 14. PENDING-RULES are proposals not adopted by the owner (L197); carried into standing rule 24 as proposed. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-160","REJECTED by the handoff: Transplanting Masica's 'Language X' to South India, Sri Lanka or the Ganges. Replacement: Indus/NW-specific.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L300","","","REJECTED row R-14. Rejected by: PENDING-RULE 15. Carried into standing rule 24 as proposed; ties to C-17's correct-handling note. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-161","REJECTED by the handoff: 'Indu Valley Institute' as parent name; indusveli.com as front door. Replacement: A continuity claim welded into a name.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L301","","","REJECTED row R-15. Rejected by: VELI-01 section 5; VELI-06. Naming question still open at HD-14. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-162","REJECTED by the handoff: 'Cinduism' as institution name. Replacement: Project kept as 'How a Religion Was Assembled'.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L302","","","REJECTED row R-16. Rejected by: VELI-06 A9 (Claude overrule). The handoff marks this as AWAITING the owner's explicit ruling - the overrule is Claude's, not adopted (L197, work item 9). Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-163","REJECTED by the handoff: Melakeela as a separate consumer brand. Replacement: A mode inside Veli.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L303","","","REJECTED row R-17. Rejected by: PENDING-RULE 8/18. The handoff notes this replacement is itself now held open by HD-14. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-164","REJECTED by the handoff: The 12-page thesis framing. Replacement: A platform.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L304","","","REJECTED row R-18. Rejected by: the owner (WORKLIST 4.5). Owner decision HD-15. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-165","REJECTED by the handoff: Six headline overstatements. Replacement: Qualified headlines.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L305","","","REJECTED row R-19. Rejected by: external review, Claude. Arises from C-31; the pattern is overclaim in the platform's own direction. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-166","REJECTED by the handoff: Babu 2016, the MDPI preprint and Cogent as visible authority for central caste claims. Replacement: Aktor, Davis, Olivelle, Beteille, the corpus.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L306","","","REJECTED row R-20. Rejected by: the owner, batch 11. Arises from C-26; re-attribution on two pages was owed and is unconfirmed. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-167","REJECTED by the handoff: 'verified - scite' badge as a verification record. Replacement: A .cite block with DOI, locus, supports and does-not-support.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L307","","","REJECTED row R-21. Rejected by: external review. Arises from C-29; retrofit across ~80 pages still owed (work item 48). Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-168","REJECTED by the handoff: Naming Sadhguru or Nithyananda with allegations. Replacement: Convicted figures only, on court record.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L308","","","REJECTED row R-22. Rejected by: Claude, accepted. Arises from C-20; accepted by the owner as HD-16. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-169","REJECTED by the handoff: 'Contested' as a verdict. Replacement: Name who, from where, what the objection requires, and whether the settling corpus exists.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L309","","","REJECTED row R-23. Rejected by: the owner, T1. Arises from C-16 6.5; carried into standing rule 6. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-170","REJECTED by the handoff: Period racial vocabulary in the platform's voice. Replacement: Quotation only, marked.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L310","","","REJECTED row R-24. Rejected by: principle 20. One of the 22 research principles adopted as HD-09. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-171","REJECTED by the handoff: Starting the immersive MVP with VR or headsets. Replacement: Structured content first, web then spatial then AR.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L311","","","REJECTED row R-25. Rejected by: PENDING-RULE 12; T4. MVP shape remains undecided - S-10, work item 12. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-172","REJECTED by the handoff: Greek philosophy '200 years after' writing returns. Replacement: ~140 years (Claude's figure, CLAUDE-ORIGIN) and the point that literature begins at import.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L312","","","REJECTED row R-26. Rejected by: the owner. Arises from C-19; the handoff flags the 140-year figure as Claude's own and requires it be checked against a named chronology. The owner's 'within 50 years' figure was not adopted. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-173","REJECTED by the handoff: Vowel-writing as a Greek invention. Replacement: Sign assignment Greek/Phrygian; concept Near Eastern; script Phoenician.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L313","","","REJECTED row R-27. Rejected by: the owner. Arises from C-19. Under CLAUDE.md a REJECTED row is never deleted and the reasoning stays visible so it is not re-proposed; the rejection itself enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-174","SUPERSEDED: 'Meluhha to Keezhadi' as the project name was replaced by Veli.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L319","","","SUPERSEDED row S-01, recorded at T1. Recorded as the original naming change. Under CLAUDE.md a SUPERSEDED claim must point to what replaced it; the supersession enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-175","SUPERSEDED: The container was reset and files lost was replaced by Context compaction; files intact.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L320","","","SUPERSEDED row S-02, recorded at VELI-00. Arises from C-23; written into VELI-00 with explicit language and marked do-not-repeat. Under CLAUDE.md a SUPERSEDED claim must point to what replaced it; the supersession enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-176","SUPERSEDED: 'Into Veli = the door' (VELI-06 A9, Model D) was replaced by The three-word system VELI / TINAI / MELAKEELA-as-mode (PENDING-RULE 18).","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L321","","","SUPERSEDED row S-03, recorded at T2, 31 Aug. Itself superseded by S-04 the following day. Under CLAUDE.md a SUPERSEDED claim must point to what replaced it; the supersession enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-177","SUPERSEDED: PENDING-RULE 18 (Melakeela as mode) was replaced by Held open; Melakeela-as-primary a live option (HD-14).","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L322","","","SUPERSEDED row S-04, recorded at T2, 1 Sep. The naming question is now open, not settled - blocks work item 8 and the prospectus. Under CLAUDE.md a SUPERSEDED claim must point to what replaced it; the supersession enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
"IH-178","SUPERSEDED: Files VELI-06, 07 and 08 as separate documents was replaced by Merged into the VELI-06 Strategy Dossier.","INHERITED-UNVERIFIED","","01-INHERITED/claude-project-handoff.md L323","","","SUPERSEDED row S-05, recorded at VELI-06 changelog. VELI-00 still tells sessions to attach '06-07' - the handoff marks that instruction STALE; contradiction X-17 requires VELI-00's file table be rewritten. Under CLAUDE.md a SUPERSEDED claim must point to what replaced it; the supersession enters as INHERITED-UNVERIFIED.","UNASSIGNED","UNASSIGNED","UNASSIGNED","",""
